Selection treatment,Line,Maternal age,Maternal.ID,Sex,Development time,Lifespan
Long-life,GreenLong,1,GreenLong1,M,26,22
Long-life,GreenLong,1,GreenLong1,M,24,17
Long-life,GreenLong,1,GreenLong1,M,23,15
Long-life,GreenLong,1,GreenLong1,F,24,28
Long-life,GreenLong,1,GreenLong1,M,23,21
Long-life,GreenLong,1,GreenLong1,F,21,27
Long-life,GreenLong,1,GreenLong1,M,25,19
Long-life,GreenLong,1,GreenLong1,M,23,23
Long-life,GreenLong,1,GreenLong1,M,22,26
Long-life,GreenLong,1,GreenLong1,M,22,20
Long-life,GreenLong,1,GreenLong1,F,23,28
Long-life,GreenLong,1,GreenLong1,F,22,24
Long-life,GreenLong,1,GreenLong1,M,22,20
Long-life,GreenLong,1,GreenLong1,M,22,21
Long-life,GreenLong,1,GreenLong1,M,23,18
Long-life,GreenLong,1,GreenLong1,F,22,32
Long-life,GreenLong,1,GreenLong1,F,23,31
Long-life,GreenLong,1,GreenLong1,M,22,17
Long-life,GreenLong,1,GreenLong1,M,22,23
Long-life,GreenLong,1,GreenLong1,M,23,22
Long-life,GreenLong,1,GreenLong1,M,21,23
Long-life,GreenLong,1,GreenLong1,F,34,27
Long-life,GreenLong,1,GreenLong2,M,22,17
Long-life,GreenLong,1,GreenLong2,F,22,30
Long-life,GreenLong,1,GreenLong2,F,22,33
Long-life,GreenLong,1,GreenLong2,M,22,21
Long-life,GreenLong,1,GreenLong2,M,23,19
Long-life,GreenLong,1,GreenLong2,F,23,29
Long-life,GreenLong,1,GreenLong2,F,23,29
Long-life,GreenLong,1,GreenLong2,M,21,21
Long-life,GreenLong,1,GreenLong2,M,22,26
Long-life,GreenLong,1,GreenLong2,F,21,31
Long-life,GreenLong,1,GreenLong2,M,22,20
Long-life,GreenLong,1,GreenLong2,F,21,23
Long-life,GreenLong,1,GreenLong2,F,22,27
Long-life,GreenLong,1,GreenLong2,F,23,28
Long-life,GreenLong,1,GreenLong2,F,22,29
Long-life,GreenLong,1,GreenLong2,F,23,30
Long-life,GreenLong,1,GreenLong2,F,23,31
Long-life,GreenLong,1,GreenLong2,F,22,32
Long-life,GreenLong,1,GreenLong2,F,22,22
Long-life,GreenLong,1,GreenLong2,M,22,25
Long-life,GreenLong,1,GreenLong2,F,22,33
Long-life,GreenLong,1,GreenLong2,F,21,27
Long-life,GreenLong,1,GreenLong2,M,21,23
Long-life,GreenLong,1,GreenLong2,M,23,24
Long-life,GreenLong,1,GreenLong2,M,22,19
Long-life,GreenLong,1,GreenLong2,M,22,20
Long-life,GreenLong,1,GreenLong2,M,21,23
Long-life,GreenLong,1,GreenLong2,F,23,31
Long-life,GreenLong,1,GreenLong2,F,23,34
Long-life,GreenLong,1,GreenLong2,M,22,22
Long-life,GreenLong,1,GreenLong2,M,23,23
Long-life,GreenLong,1,GreenLong2,M,22,20
Long-life,GreenLong,1,GreenLong2,M,21,21
Long-life,GreenLong,1,GreenLong2,F,21,27
Long-life,GreenLong,1,GreenLong2,F,22,30
Long-life,GreenLong,1,GreenLong2,M,21,10
Long-life,GreenLong,1,GreenLong2,F,21,23
Long-life,GreenLong,1,GreenLong2,F,22,32
Long-life,GreenLong,1,GreenLong3,M,21,17
Long-life,GreenLong,1,GreenLong3,M,21,21
Long-life,GreenLong,1,GreenLong3,M,21,20
Long-life,GreenLong,1,GreenLong3,M,22,26
Long-life,GreenLong,1,GreenLong3,M,22,22
Long-life,GreenLong,1,GreenLong3,F,22,29
Long-life,GreenLong,1,GreenLong3,F,22,31
Long-life,GreenLong,1,GreenLong3,F,21,31
Long-life,GreenLong,1,GreenLong3,F,23,13
Long-life,GreenLong,1,GreenLong3,F,23,24
Long-life,GreenLong,1,GreenLong3,F,24,29
Long-life,GreenLong,1,GreenLong3,M,22,19
Long-life,GreenLong,1,GreenLong3,M,20,22
Long-life,GreenLong,1,GreenLong3,M,21,24
Long-life,GreenLong,1,GreenLong3,M,21,20
Long-life,GreenLong,1,GreenLong3,M,22,22
Long-life,GreenLong,1,GreenLong3,F,30,26
Long-life,GreenLong,1,GreenLong3,M,23,23
Long-life,GreenLong,1,GreenLong3,F,22,31
Long-life,GreenLong,1,GreenLong3,F,21,27
Long-life,GreenLong,1,GreenLong3,M,21,20
Long-life,GreenLong,1,GreenLong3,M,22,21
Long-life,GreenLong,1,GreenLong3,M,21,20
Long-life,GreenLong,1,GreenLong3,M,21,16
Long-life,GreenLong,1,GreenLong3,F,22,29
Long-life,GreenLong,1,GreenLong3,M,21,25
Long-life,GreenLong,1,GreenLong3,M,21,23
Long-life,GreenLong,1,GreenLong3,F,22,37
Long-life,GreenLong,1,GreenLong3,M,21,23
Long-life,GreenLong,1,GreenLong3,M,22,16
Long-life,GreenLong,1,GreenLong3,M,23,21
Long-life,GreenLong,1,GreenLong3,M,21,20
Long-life,GreenLong,1,GreenLong3,F,22,30
Long-life,GreenLong,1,GreenLong3,M,21,22
Long-life,GreenLong,1,GreenLong3,M,28,21
Long-life,GreenLong,1,GreenLong3,M,22,19
Long-life,GreenLong,1,GreenLong4,F,23,26
Long-life,GreenLong,1,GreenLong4,F,24,25
Long-life,GreenLong,1,GreenLong4,M,22,23
Long-life,GreenLong,1,GreenLong4,F,22,23
Long-life,GreenLong,1,GreenLong4,F,23,25
Long-life,GreenLong,1,GreenLong4,F,22,23
Long-life,GreenLong,1,GreenLong4,M,24,12
Long-life,GreenLong,1,GreenLong4,M,22,16
Long-life,GreenLong,1,GreenLong4,F,23,23
Long-life,GreenLong,1,GreenLong4,F,24,27
Long-life,GreenLong,1,GreenLong4,F,23,18
Long-life,GreenLong,1,GreenLong4,F,23,20
Long-life,GreenLong,1,GreenLong4,F,26,17
Long-life,GreenLong,1,GreenLong4,M,22,16
Long-life,GreenLong,1,GreenLong4,M,22,16
Long-life,GreenLong,1,GreenLong4,M,23,14
Long-life,GreenLong,1,GreenLong4,M,23,25
Long-life,GreenLong,1,GreenLong4,M,23,15
Long-life,GreenLong,1,GreenLong4,M,22,16
Long-life,GreenLong,1,GreenLong4,M,24,20
Long-life,GreenLong,1,GreenLong4,M,27,16
Long-life,GreenLong,1,GreenLong4,F,21,32
Long-life,GreenLong,1,GreenLong4,M,22,12
Long-life,GreenLong,1,GreenLong4,F,30,22
Long-life,GreenLong,1,GreenLong4,M,22,12
Long-life,GreenLong,1,GreenLong4,M,23,22
Long-life,GreenLong,1,GreenLong4,F,24,26
Long-life,GreenLong,1,GreenLong4,M,23,17
Long-life,GreenLong,1,GreenLong4,F,23,25
Long-life,GreenLong,1,GreenLong4,M,21,20
Long-life,GreenLong,1,GreenLong4,F,21,30
Long-life,GreenLong,1,GreenLong4,F,23,19
Long-life,GreenLong,1,GreenLong4,M,26,9
Long-life,GreenLong,1,GreenLong4,M,21,13
Long-life,GreenLong,1,GreenLong4,M,24,11
Long-life,GreenLong,1,GreenLong4,F,24,17
Long-life,GreenLong,1,GreenLong4,F,26,22
Long-life,GreenLong,1,GreenLong5,M,21,18
Long-life,GreenLong,1,GreenLong5,M,24,18
Long-life,GreenLong,1,GreenLong5,F,23,28
Long-life,GreenLong,1,GreenLong5,M,23,17
Long-life,GreenLong,1,GreenLong5,F,21,23
Long-life,GreenLong,1,GreenLong5,F,23,19
Long-life,GreenLong,1,GreenLong5,F,22,25
Long-life,GreenLong,1,GreenLong5,F,22,22
Long-life,GreenLong,1,GreenLong5,F,23,24
Long-life,GreenLong,1,GreenLong5,F,21,22
Long-life,GreenLong,1,GreenLong5,F,21,19
Long-life,GreenLong,1,GreenLong5,M,21,15
Long-life,GreenLong,1,GreenLong5,F,22,22
Long-life,GreenLong,1,GreenLong5,M,22,12
Long-life,GreenLong,1,GreenLong5,M,22,15
Long-life,GreenLong,1,GreenLong5,M,21,17
Long-life,GreenLong,1,GreenLong5,M,22,18
Long-life,GreenLong,1,GreenLong5,F,23,26
Long-life,GreenLong,1,GreenLong5,M,21,16
Long-life,GreenLong,1,GreenLong5,M,23,16
Long-life,GreenLong,1,GreenLong5,M,21,17
Long-life,GreenLong,1,GreenLong5,M,23,15
Long-life,GreenLong,1,GreenLong5,M,21,17
Long-life,GreenLong,1,GreenLong5,M,23,19
Long-life,GreenLong,1,GreenLong5,M,21,15
Long-life,GreenLong,1,GreenLong5,F,26,22
Long-life,GreenLong,1,GreenLong5,M,21,14
Long-life,GreenLong,1,GreenLong5,M,21,18
Long-life,GreenLong,1,GreenLong5,F,21,21
Long-life,GreenLong,1,GreenLong5,M,21,14
Long-life,GreenLong,1,GreenLong5,F,23,23
Long-life,GreenLong,1,GreenLong5,M,21,17
Long-life,GreenLong,1,GreenLong5,M,21,20
Long-life,GreenLong,1,GreenLong5,M,22,17
Long-life,GreenLong,1,GreenLong5,F,23,27
Long-life,GreenLong,1,GreenLong5,F,21,22
Long-life,GreenLong,1,GreenLong5,M,22,15
Long-life,GreenLong,1,GreenLong6,M,21,20
Long-life,GreenLong,1,GreenLong6,M,21,22
Long-life,GreenLong,1,GreenLong6,M,22,22
Long-life,GreenLong,1,GreenLong6,F,23,27
Long-life,GreenLong,1,GreenLong6,F,23,27
Long-life,GreenLong,1,GreenLong6,M,22,19
Long-life,GreenLong,1,GreenLong6,M,21,17
Long-life,GreenLong,1,GreenLong6,M,22,19
Long-life,GreenLong,1,GreenLong6,F,23,31
Long-life,GreenLong,1,GreenLong6,F,22,24
Long-life,GreenLong,1,GreenLong6,F,21,30
Long-life,GreenLong,1,GreenLong6,M,20,15
Long-life,GreenLong,1,GreenLong6,F,23,28
Long-life,GreenLong,1,GreenLong6,F,23,23
Long-life,GreenLong,1,GreenLong6,F,21,27
Long-life,GreenLong,1,GreenLong6,M,21,20
Long-life,GreenLong,1,GreenLong6,M,22,20
Long-life,GreenLong,1,GreenLong6,M,21,22
Long-life,GreenLong,1,GreenLong6,M,22,21
Long-life,GreenLong,1,GreenLong6,F,22,26
Long-life,GreenLong,1,GreenLong6,F,23,26
Long-life,GreenLong,1,GreenLong6,M,22,17
Long-life,GreenLong,1,GreenLong6,F,22,25
Long-life,GreenLong,1,GreenLong6,F,21,30
Long-life,GreenLong,1,GreenLong6,M,22,21
Long-life,GreenLong,1,GreenLong6,F,23,30
Long-life,GreenLong,1,GreenLong6,M,21,20
Long-life,GreenLong,1,GreenLong6,M,21,23
Long-life,GreenLong,1,GreenLong6,F,25,27
Long-life,GreenLong,1,GreenLong6,F,23,32
Long-life,GreenLong,1,GreenLong6,M,21,20
Long-life,GreenLong,1,GreenLong6,M,22,19
Long-life,GreenLong,1,GreenLong6,F,22,28
Long-life,GreenLong,1,GreenLong6,F,22,26
Long-life,GreenLong,1,GreenLong7,M,22,22
Long-life,GreenLong,1,GreenLong7,F,23,22
Long-life,GreenLong,1,GreenLong7,M,23,21
Long-life,GreenLong,1,GreenLong7,F,23,25
Long-life,GreenLong,1,GreenLong7,M,22,18
Long-life,GreenLong,1,GreenLong7,F,22,28
Long-life,GreenLong,1,GreenLong7,M,22,21
Long-life,GreenLong,1,GreenLong7,M,22,20
Long-life,GreenLong,1,GreenLong7,M,22,19
Long-life,GreenLong,1,GreenLong7,F,22,21
Long-life,GreenLong,1,GreenLong7,F,24,24
Long-life,GreenLong,1,GreenLong7,M,21,22
Long-life,GreenLong,1,GreenLong7,F,22,20
Long-life,GreenLong,1,GreenLong7,M,23,19
Long-life,GreenLong,1,GreenLong7,M,21,23
Long-life,GreenLong,1,GreenLong7,F,23,28
Long-life,GreenLong,1,GreenLong7,M,23,25
Long-life,GreenLong,1,GreenLong7,F,22,24
Long-life,GreenLong,1,GreenLong7,F,23,27
Long-life,GreenLong,1,GreenLong7,F,22,23
Long-life,GreenLong,1,GreenLong7,F,22,23
Long-life,GreenLong,1,GreenLong7,M,22,19
Long-life,GreenLong,1,GreenLong7,M,22,22
Long-life,GreenLong,1,GreenLong7,M,23,16
Long-life,GreenLong,1,GreenLong7,M,23,20
Long-life,GreenLong,1,GreenLong7,F,22,24
Long-life,GreenLong,1,GreenLong7,M,22,20
Long-life,GreenLong,1,GreenLong7,F,22,30
Long-life,GreenLong,1,GreenLong7,M,22,22
Long-life,GreenLong,1,GreenLong7,M,22,17
Long-life,GreenLong,1,GreenLong7,M,22,23
Long-life,GreenLong,1,GreenLong7,F,23,24
Long-life,GreenLong,1,GreenLong7,F,23,28
Long-life,GreenLong,1,GreenLong7,M,23,24
Long-life,GreenLong,1,GreenLong7,F,22,27
Long-life,GreenLong,1,GreenLong7,F,22,27
Long-life,GreenLong,1,GreenLong7,F,23,26
Long-life,GreenLong,1,GreenLong7,F,22,23
Long-life,GreenLong,1,GreenLong7,F,21,30
Long-life,GreenLong,1,GreenLong7,F,22,24
Long-life,GreenLong,1,GreenLong7,M,21,23
Long-life,GreenLong,1,GreenLong7,M,21,20
Long-life,GreenLong,1,GreenLong7,M,21,21
Long-life,GreenLong,1,GreenLong7,F,22,27
Long-life,GreenLong,1,GreenLong8,F,22,28
Long-life,GreenLong,1,GreenLong8,F,22,29
Long-life,GreenLong,1,GreenLong8,M,23,22
Long-life,GreenLong,1,GreenLong8,M,21,30
Long-life,GreenLong,1,GreenLong8,M,22,25
Long-life,GreenLong,1,GreenLong8,M,23,18
Long-life,GreenLong,1,GreenLong8,M,21,20
Long-life,GreenLong,1,GreenLong8,F,22,31
Long-life,GreenLong,1,GreenLong8,M,22,19
Long-life,GreenLong,1,GreenLong8,F,21,34
Long-life,GreenLong,1,GreenLong8,F,21,22
Long-life,GreenLong,1,GreenLong8,F,23,33
Long-life,GreenLong,1,GreenLong8,M,21,24
Long-life,GreenLong,1,GreenLong8,F,21,22
Long-life,GreenLong,1,GreenLong8,M,21,21
Long-life,GreenLong,1,GreenLong8,M,21,25
Long-life,GreenLong,1,GreenLong8,M,22,19
Long-life,GreenLong,1,GreenLong8,M,23,16
Long-life,GreenLong,1,GreenLong8,F,22,34
Long-life,GreenLong,1,GreenLong8,F,22,46
Long-life,GreenLong,1,GreenLong8,F,23,34
Long-life,GreenLong,1,GreenLong8,F,23,26
Long-life,GreenLong,1,GreenLong8,F,22,33
Long-life,GreenLong,1,GreenLong8,F,23,32
Long-life,GreenLong,1,GreenLong8,M,22,22
Long-life,GreenLong,1,GreenLong8,M,21,18
Long-life,GreenLong,1,GreenLong8,F,22,23
Long-life,GreenLong,1,GreenLong8,F,23,36
Long-life,GreenLong,1,GreenLong8,M,21,20
Long-life,GreenLong,1,GreenLong8,M,22,19
Long-life,GreenLong,1,GreenLong8,F,22,33
Long-life,GreenLong,1,GreenLong8,F,21,26
Long-life,GreenLong,1,GreenLong9,F,22,27
Long-life,GreenLong,1,GreenLong9,F,23,36
Long-life,GreenLong,1,GreenLong9,F,23,28
Long-life,GreenLong,1,GreenLong9,M,23,21
Long-life,GreenLong,1,GreenLong9,F,22,24
Long-life,GreenLong,1,GreenLong9,M,21,20
Long-life,GreenLong,1,GreenLong9,F,23,33
Long-life,GreenLong,1,GreenLong9,F,23,27
Long-life,GreenLong,1,GreenLong9,F,23,36
Long-life,GreenLong,1,GreenLong9,M,23,21
Long-life,GreenLong,1,GreenLong9,M,22,21
Long-life,GreenLong,1,GreenLong9,M,23,27
Long-life,GreenLong,1,GreenLong9,F,23,25
Long-life,GreenLong,1,GreenLong9,F,25,33
Long-life,GreenLong,1,GreenLong9,F,23,28
Long-life,GreenLong,1,GreenLong9,M,22,26
Long-life,GreenLong,1,GreenLong9,F,24,33
Long-life,GreenLong,1,GreenLong9,M,21,24
Long-life,GreenLong,1,GreenLong9,M,21,26
Long-life,GreenLong,1,GreenLong9,M,23,21
Long-life,GreenLong,1,GreenLong9,F,24,29
Long-life,GreenLong,1,GreenLong9,M,21,23
Long-life,GreenLong,1,GreenLong9,M,22,20
Long-life,GreenLong,1,GreenLong9,F,22,27
Long-life,GreenLong,1,GreenLong9,F,23,30
Long-life,GreenLong,1,GreenLong9,M,23,23
Long-life,GreenLong,1,GreenLong9,F,23,25
Long-life,GreenLong,1,GreenLong9,M,24,26
Long-life,GreenLong,1,GreenLong9,M,22,28
Long-life,GreenLong,1,GreenLong9,F,24,39
Long-life,GreenLong,1,GreenLong9,M,21,16
Long-life,GreenLong,1,GreenLong9,M,23,23
Long-life,GreenLong,1,GreenLong9,M,21,23
Long-life,GreenLong,1,GreenLong9,F,22,29
Long-life,GreenLong,1,GreenLong9,F,22,36
Long-life,GreenLong,1,GreenLong9,M,22,27
Long-life,GreenLong,1,GreenLong9,F,22,36
Long-life,GreenLong,1,GreenLong9,F,23,24
Long-life,GreenLong,1,GreenLong9,M,21,27
Long-life,GreenLong,1,GreenLong9,M,21,22
Long-life,GreenLong,1,GreenLong9,M,21,20
Long-life,GreenLong,1,GreenLong9,M,21,24
Long-life,GreenLong,1,GreenLong9,F,22,31
Long-life,GreenLong,1,GreenLong9,F,23,26
Long-life,GreenLong,1,GreenLong9,M,22,23
Long-life,GreenLong,1,GreenLong9,F,22,33
Long-life,GreenLong,1,GreenLong9,M,24,28
Long-life,GreenLong,1,GreenLong9,M,22,20
Long-life,GreenLong,1,GreenLong10,F,21,26
Long-life,GreenLong,1,GreenLong10,F,22,22
Long-life,GreenLong,1,GreenLong10,F,21,27
Long-life,GreenLong,1,GreenLong10,M,21,15
Long-life,GreenLong,1,GreenLong10,F,23,23
Long-life,GreenLong,1,GreenLong10,M,22,15
Long-life,GreenLong,1,GreenLong10,F,23,29
Long-life,GreenLong,1,GreenLong10,F,21,24
Long-life,GreenLong,1,GreenLong10,M,22,19
Long-life,GreenLong,1,GreenLong10,F,22,22
Long-life,GreenLong,1,GreenLong10,M,21,17
Long-life,GreenLong,1,GreenLong10,F,23,32
Long-life,GreenLong,1,GreenLong10,M,22,19
Long-life,GreenLong,1,GreenLong10,M,21,16
Long-life,GreenLong,1,GreenLong10,F,23,30
Long-life,GreenLong,1,GreenLong10,F,21,30
Long-life,GreenLong,1,GreenLong10,M,23,19
Long-life,GreenLong,1,GreenLong10,M,21,23
Long-life,GreenLong,1,GreenLong10,F,21,23
Long-life,GreenLong,1,GreenLong10,F,22,22
Long-life,GreenLong,1,GreenLong10,F,22,29
Long-life,GreenLong,1,GreenLong10,M,23,19
Long-life,GreenLong,1,GreenLong10,M,22,22
Long-life,GreenLong,1,GreenLong10,M,22,20
Long-life,GreenLong,1,GreenLong10,F,22,25
Long-life,GreenLong,1,GreenLong10,F,21,24
Long-life,GreenLong,1,GreenLong10,F,23,25
Long-life,GreenLong,1,GreenLong10,M,21,20
Long-life,GreenLong,1,GreenLong10,F,21,28
Long-life,GreenLong,1,GreenLong10,M,21,17
Long-life,GreenLong,1,GreenLong10,F,22,22
Long-life,GreenLong,1,GreenLong10,M,24,18
Long-life,GreenLong,1,GreenLong10,M,21,20
Long-life,GreenLong,1,GreenLong10,M,23,19
Long-life,GreenLong,1,GreenLong10,F,23,24
Long-life,GreenLong,1,GreenLong10,F,22,19
Long-life,GreenLong,1,GreenLong10,M,21,15
Long-life,GreenLong,1,GreenLong10,M,24,16
Long-life,GreenLong,1,GreenLong10,F,22,26
Long-life,GreenLong,1,GreenLong10,F,24,24
Long-life,GreenLong,1,GreenLong10,M,22,20
Long-life,GreenLong,1,GreenLong11,M,21,25
Long-life,GreenLong,1,GreenLong11,F,24,29
Long-life,GreenLong,1,GreenLong11,F,21,30
Long-life,GreenLong,1,GreenLong11,F,22,32
Long-life,GreenLong,1,GreenLong11,M,21,23
Long-life,GreenLong,1,GreenLong11,F,23,27
Long-life,GreenLong,1,GreenLong11,F,24,26
Long-life,GreenLong,1,GreenLong11,M,21,23
Long-life,GreenLong,1,GreenLong11,M,21,25
Long-life,GreenLong,1,GreenLong11,F,23,30
Long-life,GreenLong,1,GreenLong11,M,22,19
Long-life,GreenLong,1,GreenLong11,F,23,31
Long-life,GreenLong,1,GreenLong11,M,22,24
Long-life,GreenLong,1,GreenLong11,F,22,29
Long-life,GreenLong,1,GreenLong11,F,22,26
Long-life,GreenLong,1,GreenLong11,F,22,31
Long-life,GreenLong,1,GreenLong11,M,25,18
Long-life,GreenLong,1,GreenLong11,F,21,33
Long-life,GreenLong,1,GreenLong11,F,26,32
Long-life,GreenLong,1,GreenLong11,F,21,23
Long-life,GreenLong,1,GreenLong11,M,23,26
Long-life,GreenLong,1,GreenLong11,F,23,33
Long-life,GreenLong,1,GreenLong11,F,21,26
Long-life,GreenLong,1,GreenLong11,F,24,29
Long-life,GreenLong,1,GreenLong11,F,23,26
Long-life,GreenLong,1,GreenLong11,F,22,29
Long-life,GreenLong,1,GreenLong11,M,21,26
Long-life,GreenLong,1,GreenLong11,F,22,27
Long-life,GreenLong,1,GreenLong11,F,24,30
Long-life,GreenLong,1,GreenLong11,F,22,29
Long-life,GreenLong,1,GreenLong11,F,24,35
Long-life,GreenLong,1,GreenLong11,M,21,15
Long-life,GreenLong,1,GreenLong11,M,23,17
Long-life,GreenLong,1,GreenLong11,M,23,24
Long-life,GreenLong,1,GreenLong11,M,21,23
Long-life,GreenLong,1,GreenLong11,M,28,22
Long-life,GreenLong,1,GreenLong11,M,21,23
Long-life,GreenLong,1,GreenLong11,M,21,23
Long-life,GreenLong,1,GreenLong11,M,22,23
Long-life,GreenLong,1,GreenLong11,M,21,22
Long-life,GreenLong,1,GreenLong11,F,24,23
Long-life,GreenLong,1,GreenLong11,F,23,29
Long-life,GreenLong,1,GreenLong11,M,28,25
Long-life,GreenLong,1,GreenLong11,M,21,30
Long-life,GreenLong,1,GreenLong11,F,22,27
Long-life,GreenLong,1,GreenLong11,M,21,20
Long-life,GreenLong,1,GreenLong11,F,23,28
Long-life,GreenLong,1,GreenLong11,M,22,23
Long-life,GreenLong,1,GreenLong11,M,22,23
Long-life,GreenLong,1,GreenLong11,F,21,30
Long-life,GreenLong,1,GreenLong11,M,21,27
Long-life,GreenLong,1,GreenLong12,F,23,21
Long-life,GreenLong,1,GreenLong12,F,23,27
Long-life,GreenLong,1,GreenLong12,M,23,23
Long-life,GreenLong,1,GreenLong12,M,21,20
Long-life,GreenLong,1,GreenLong12,M,21,20
Long-life,GreenLong,1,GreenLong12,M,22,20
Long-life,GreenLong,1,GreenLong12,F,22,29
Long-life,GreenLong,1,GreenLong12,F,21,27
Long-life,GreenLong,1,GreenLong12,F,21,27
Long-life,GreenLong,1,GreenLong12,M,21,23
Long-life,GreenLong,1,GreenLong12,M,21,26
Long-life,GreenLong,1,GreenLong12,M,22,20
Long-life,GreenLong,1,GreenLong12,F,23,29
Long-life,GreenLong,1,GreenLong12,M,23,22
Long-life,GreenLong,1,GreenLong12,F,21,27
Long-life,GreenLong,1,GreenLong12,M,22,22
Long-life,GreenLong,1,GreenLong12,F,22,22
Long-life,GreenLong,1,GreenLong12,M,21,20
Long-life,GreenLong,1,GreenLong12,F,23,25
Long-life,GreenLong,1,GreenLong12,F,24,27
Long-life,GreenLong,1,GreenLong12,M,21,16
Long-life,GreenLong,1,GreenLong12,F,23,27
Long-life,GreenLong,1,GreenLong12,F,22,31
Long-life,GreenLong,1,GreenLong12,F,22,32
Long-life,GreenLong,1,GreenLong12,F,21,27
Long-life,GreenLong,1,GreenLong12,F,22,23
Long-life,GreenLong,1,GreenLong12,M,23,27
Long-life,GreenLong,1,GreenLong12,M,23,21
Long-life,GreenLong,1,GreenLong12,F,23,27
Long-life,GreenLong,1,GreenLong12,F,21,30
Long-life,GreenLong,1,GreenLong12,F,22,30
Long-life,GreenLong,1,GreenLong12,F,22,22
Long-life,GreenLong,1,GreenLong12,M,24,21
Long-life,GreenLong,1,GreenLong12,M,22,23
Long-life,GreenLong,1,GreenLong12,F,21,28
Long-life,GreenLong,1,GreenLong12,F,21,27
Long-life,GreenLong,1,GreenLong12,M,24,25
Long-life,GreenLong,1,GreenLong12,F,22,30
Long-life,GreenLong,1,GreenLong12,M,23,17
Long-life,GreenLong,1,GreenLong12,M,22,27
Long-life,GreenLong,1,GreenLong12,M,21,21
Long-life,GreenLong,1,GreenLong13,M,23,22
Long-life,GreenLong,1,GreenLong13,M,23,22
Long-life,GreenLong,1,GreenLong13,F,23,25
Long-life,GreenLong,1,GreenLong13,M,23,20
Long-life,GreenLong,1,GreenLong13,F,23,31
Long-life,GreenLong,1,GreenLong13,M,24,19
Long-life,GreenLong,1,GreenLong13,F,23,29
Long-life,GreenLong,1,GreenLong13,M,23,22
Long-life,GreenLong,1,GreenLong13,F,23,31
Long-life,GreenLong,1,GreenLong14,F,23,31
Long-life,GreenLong,1,GreenLong14,F,22,30
Long-life,GreenLong,1,GreenLong14,M,21,23
Long-life,GreenLong,1,GreenLong14,M,23,27
Long-life,GreenLong,1,GreenLong14,F,24,38
Long-life,GreenLong,1,GreenLong14,F,23,35
Long-life,GreenLong,1,GreenLong14,F,22,32
Long-life,GreenLong,1,GreenLong14,F,22,32
Long-life,GreenLong,1,GreenLong14,M,22,22
Long-life,GreenLong,1,GreenLong14,F,23,29
Long-life,GreenLong,1,GreenLong14,M,21,24
Long-life,GreenLong,1,GreenLong14,M,21,27
Long-life,GreenLong,1,GreenLong14,M,22,28
Long-life,GreenLong,1,GreenLong14,F,22,37
Long-life,GreenLong,1,GreenLong14,F,23,31
Long-life,GreenLong,1,GreenLong14,F,23,34
Long-life,GreenLong,1,GreenLong14,M,23,28
Long-life,GreenLong,1,GreenLong14,F,22,32
Long-life,GreenLong,1,GreenLong14,M,22,20
Long-life,GreenLong,1,GreenLong14,M,23,22
Long-life,GreenLong,1,GreenLong14,F,23,37
Long-life,GreenLong,1,GreenLong14,M,23,29
Long-life,GreenLong,1,GreenLong14,M,23,22
Long-life,GreenLong,1,GreenLong14,M,23,26
Long-life,GreenLong,1,GreenLong15,F,25,22
Long-life,GreenLong,1,GreenLong15,F,23,26
Long-life,GreenLong,1,GreenLong15,F,23,34
Long-life,GreenLong,1,GreenLong15,F,24,23
Long-life,GreenLong,1,GreenLong15,M,27,16
Long-life,GreenLong,1,GreenLong15,M,23,22
Long-life,GreenLong,1,GreenLong15,F,25,33
Long-life,GreenLong,1,GreenLong15,F,23,27
Long-life,GreenLong,1,GreenLong15,M,23,20
Long-life,GreenLong,1,GreenLong15,F,27,23
Long-life,GreenLong,1,GreenLong15,F,21,30
Long-life,GreenLong,1,GreenLong15,F,22,30
Long-life,GreenLong,1,GreenLong15,F,22,29
Long-life,GreenLong,1,GreenLong15,M,23,18
Long-life,GreenLong,1,GreenLong15,F,22,32
Long-life,GreenLong,1,GreenLong15,M,25,17
Long-life,GreenLong,1,GreenLong15,M,24,22
Long-life,GreenLong,1,GreenLong15,F,22,28
Long-life,GreenLong,1,GreenLong15,M,23,22
Long-life,GreenLong,1,GreenLong15,M,23,20
Long-life,GreenLong,1,GreenLong15,F,23,29
Long-life,GreenLong,1,GreenLong15,M,21,21
Long-life,GreenLong,1,GreenLong15,M,23,20
Long-life,GreenLong,1,GreenLong15,M,23,20
Long-life,GreenLong,1,GreenLong15,F,21,30
Long-life,GreenLong,1,GreenLong15,M,22,17
Long-life,GreenLong,1,GreenLong15,M,23,18
Long-life,GreenLong,1,GreenLong15,F,23,25
Long-life,GreenLong,1,GreenLong15,F,24,26
Long-life,GreenLong,1,GreenLong15,M,23,19
Long-life,GreenLong,1,GreenLong15,M,23,15
Long-life,GreenLong,1,GreenLong15,F,25,24
Long-life,GreenLong,1,GreenLong15,M,24,16
Long-life,GreenLong,1,GreenLong15,F,23,36
Long-life,GreenLong,1,GreenLong15,F,23,31
Long-life,GreenLong,1,GreenLong15,F,22,21
Long-life,GreenLong,1,GreenLong15,F,25,17
Long-life,GreenLong,1,GreenLong15,F,21,24
Long-life,GreenLong,1,GreenLong15,M,23,19
Long-life,GreenLong,1,GreenLong15,F,22,29
Long-life,GreenLong,1,GreenLong16,M,22,14
Long-life,GreenLong,1,GreenLong16,F,22,25
Long-life,GreenLong,1,GreenLong16,F,22,30
